1000,48800,35500,31000,28600,28800,28100,28400,41700,41600,37400,34100,29600,30200,31300,32000,29300,31600,28300,27200,29300,32640.000000
2000,78100,68200,60800,58200,57100,56100,56700,55500,54700,44900,44500,44300,44300,44300,44300,44800,44500,45500,44400,44200,51770.000000
3000,114500,104400,96700,93600,91900,89400,104300,93500,83000,80300,80700,78600,76600,78400,74700,76000,75400,74200,76300,77000,85975.000000
4000,148500,131500,106700,103400,102000,101600,115600,121900,116500,111200,111500,119800,116000,111100,110200,110900,110100,109500,109100,106000,113655.000000
5000,184000,186300,169700,168200,183700,153400,145100,142900,139500,137900,140800,136600,134800,135300,137900,134900,136600,134700,136600,133600,148625.000000
6000,219800,210800,188900,179500,177100,177000,171600,174100,167900,174600,170100,166600,167500,172200,168300,165400,175100,170500,167500,174300,176940.000000
7000,255500,251300,245200,259700,293800,260000,261500,264800,256300,266000,254800,242200,205700,215700,206000,201800,204200,201900,198000,200500,237245.000000
8000,289900,305500,424000,273500,268400,247500,233500,232100,249000,241100,231100,229500,230400,229700,227500,229200,228100,231500,227500,226800,252790.000000
9000,265200,255000,271300,269500,268900,263900,260900,260700,262400,272600,257600,265200,257600,258600,257400,262800,257600,257200,259300,259600,262165.000000
10000,363000,354400,347200,285100,278600,280400,277600,278900,288400,304700,295400,290000,296300,299100,290200,307100,300900,328700,292100,304500,303130.000000
11000,402100,390700,365600,327300,332500,321500,323600,322700,318100,319100,319800,318900,317200,321000,319600,317100,321600,318900,318200,320900,330820.000000
12000,434700,428100,363100,332900,352100,359900,351800,349900,346700,345300,346800,345700,345900,347900,349000,344500,345700,346600,345300,346300,356410.000000
13000,454100,392300,380200,383000,390200,403000,389900,382800,379300,379500,377100,376200,377600,378600,376900,378200,379000,376700,380100,377300,385600.000000
14000,487800,429600,416500,412500,409700,407400,408800,408600,407200,406200,413700,408400,407900,409000,404200,407800,407800,410400,409100,407600,414010.000000
15000,519000,448000,435500,430500,461800,455100,434000,549100,432500,432500,437500,434400,432800,435100,432300,433100,435000,432500,435500,443700,447495.000000
16000,614700,593100,589600,589200,596600,500600,467400,468700,463100,465700,472400,466600,468200,471200,490500,472900,493000,488900,470500,473600,505825.000000
17000,612100,522100,492800,492200,493800,490800,493200,492100,489300,516700,506600,501900,515200,495300,492200,492200,491500,492700,494900,530900,505425.000000
18000,521000,505600,505500,503100,523000,529500,525400,518200,517900,524800,521300,521000,524900,520600,521300,525000,522300,522200,524100,522600,519965.000000
19000,678800,651100,557900,555200,596100,547600,559500,553400,546300,551700,549600,545500,550900,552900,550200,655400,558900,552500,552700,555400,571080.000000
20000,719900,567300,589300,602900,582300,577300,611300,578500,576500,580300,581000,580700,582300,583100,581000,582400,582200,581200,583700,595400,590930.000000
21000,729600,782500,783200,765100,624600,718700,616000,617800,614300,616800,617200,613800,615500,616000,616100,616100,615900,609800,611300,613800,650705.000000
22000,650300,643900,639600,640300,638300,639300,639900,651400,646200,639600,640100,637000,637800,644500,645000,646900,639400,636000,663600,639500,642930.000000
23000,706600,670300,666300,667200,667600,663200,670000,682400,665000,668800,670100,673100,675900,672000,672800,703100,666800,665400,668000,684800,673970.000000
24000,790800,712300,699000,720000,712300,698800,698900,700500,696200,696900,700300,698000,698900,700000,698900,699800,703500,698900,700500,735400,707995.000000
25000,805600,708600,701100,702500,738900,725500,725900,729500,756400,739900,729400,721400,733500,724500,772300,726400,735200,726800,728400,733200,733250.000000
26000,921700,763900,759900,746600,752600,754900,895200,758900,752000,757100,761100,752000,753300,759400,752100,754500,768400,757000,756800,762300,771985.000000
27000,769700,770700,757300,771300,793600,789900,798800,776200,773300,775400,786300,781900,782700,788000,783900,781800,781000,788100,897800,830400,788905.000000
28000,816600,813100,811300,809600,819200,879000,808800,812600,806100,806200,813300,807900,810600,817200,809200,818000,822000,807200,817800,819200,816245.000000
29000,831200,844500,839700,836000,839300,831700,938000,879900,841100,843400,841600,838800,847500,842900,836000,834500,841000,834400,836100,840900,845925.000000
30000,1047100,861600,840700,864700,879300,863800,863800,972200,898800,863100,864100,865300,866700,870700,867100,869000,885200,867200,871400,875900,882885.000000
31000,983100,899800,889700,893200,905700,899500,899300,901000,898300,906600,902400,898800,901000,907300,898900,897600,916500,901700,904900,905000,905515.000000
32000,993100,927000,919900,918900,926900,924600,924000,931700,928400,929100,929800,934600,924700,936200,949500,933100,933700,926600,922100,926400,932015.000000
33000,1219900,980800,965500,962400,960200,963100,959000,959300,956500,955900,962000,960400,958800,957300,969500,965700,962500,973000,1151200,1045200,989410.000000
34000,1119500,1000500,990600,981900,977900,976300,985400,983100,977300,982400,1002300,990300,993800,986700,985000,986400,983900,991500,988500,984800,993405.000000
35000,1092200,1002800,1015800,1015700,1018100,1012100,1018900,1014700,1011000,1005800,1012200,1011900,1018200,1012100,1014700,1135800,1065000,1163400,1015300,1016100,1033590.000000
36000,1233400,1052700,1038400,1044700,1050200,1037100,1041000,1043400,1042700,1045500,1045300,1038100,1045700,1051300,1043200,1046200,1044000,1042300,1049000,1135300,1058475.000000
37000,1187800,1046600,1064600,1077300,1221400,1082500,1070400,1068400,1066400,1070300,1073700,1078300,1074000,1078000,1076400,1080100,1079500,1075500,1076700,1176400,1091215.000000
38000,1237700,1099000,1092100,1103400,1100200,1208400,1137500,1099000,1096600,1095100,1092100,1094500,1102700,1102400,1094500,1095500,1094600,1219300,1196900,1104300,1123290.000000
39000,1435100,1420200,1179900,1210400,1287800,1141000,1134800,1133800,1132600,1124300,1130700,1130900,1132500,1145900,1140700,1138900,1138500,1250700,1298600,1178700,1194300.000000
40000,1419200,1201500,1167700,1173200,1165000,1178600,1168100,1165100,1165800,1167600,1162300,1165800,1162100,1171500,1162100,1163400,1161000,1165000,1168700,1176300,1181500.000000
41000,1194000,1178600,1183400,1190800,1192300,1432400,1194400,1194300,1341300,1189500,1176700,1184500,1185300,1187600,1190500,1198100,1190800,1199300,1187600,1190300,1209085.000000
42000,1515000,1536800,1410500,1319400,1290100,1219500,1222300,1210300,1214500,1212700,1208000,1215600,1222100,1230400,1217900,1338800,1422900,1299600,1218500,1216000,1287045.000000
43000,1407500,1239400,1230600,1341200,1369300,1241600,1239500,1245700,1239100,1241900,1239500,1237400,1243200,1262300,1242400,1247900,1361500,1283600,1313600,1254800,1274100.000000
44000,1604800,1570200,1370700,1283400,1284300,1267300,1281100,1270000,1284600,1273300,1276200,1269500,1383300,1402800,1276900,1270900,1274100,1269600,1288700,1282900,1324230.000000
45000,1467900,1271600,1266800,1270800,1292300,1463900,1454400,1295600,1291600,1299200,1301400,1296500,1296300,1306800,1297800,1291900,1302100,1297400,1310200,1309500,1319200.000000
46000,1454500,1338500,1330700,1326700,1336600,1328400,1495200,1457700,1371300,1334100,1343600,1357300,1333900,1330500,1331000,1329400,1337600,1336300,1338200,1338600,1357505.000000
47000,1639000,1528400,1356100,1351700,1354900,1354000,1461600,1424900,1353500,1352700,1366200,1355900,1361300,1369600,1361100,1361900,1363800,1364500,1379800,1515300,1398810.000000
48000,1517900,1382000,1387000,1387600,1385400,1378800,1388400,1384200,1380800,1397700,1395200,1379900,1380500,1393500,1384900,1388700,1511700,1513900,1385200,1384000,1405365.000000
49000,1672000,1758000,1434700,1405800,1418700,1410800,1417000,1419600,1415200,1424100,1417600,1414500,1418100,1418900,1440400,1436600,1446600,1424600,1418100,1427800,1451955.000000
50000,1590200,1456800,1447300,1447200,1463400,1443600,1450700,1456200,1445900,1461900,1455000,1445400,1456900,1459400,1445900,1449200,1454400,1454900,1568200,1584300,1471840.000000
51000,1595400,1486000,1461300,1466400,1475300,1463500,1462400,1480400,1473400,1474100,1470900,1466800,1473400,1480100,1474800,1481400,1475300,1475800,1466100,1475200,1478900.000000
52000,1622200,1816800,1523300,1504500,1498400,1641500,1499000,1505400,1498400,1499900,1517900,1507900,1517100,1511400,1500500,1499900,1641600,1598800,1504500,1508900,1545895.000000
53000,1591300,1539300,1534100,1525600,1582000,1523100,1524600,1647800,1652800,1525200,1529600,1522600,1526100,1532600,1538300,1530600,1533200,1533300,1657300,1654300,1560185.000000
54000,1651000,1571500,1558000,1721400,1564800,1549400,1558600,1564600,1566700,1551400,1557100,1568200,1568700,1553200,1552300,1563300,1565500,1643000,1554500,1558900,1577105.000000
55000,1700600,1588100,1680900,1585200,1595100,1573500,1580200,1586200,1576200,1579200,1610700,1595500,1587100,1696500,1773200,1589900,1601600,1595300,1593000,1645700,1616685.000000
56000,1701700,1614200,1611000,1614200,1620300,1659600,1630500,1621000,1628100,1622800,1627400,1612200,1619100,1630800,1627000,1638300,1628200,1630400,1663100,1644000,1632195.000000
57000,1731700,1700000,1656000,1645200,1663200,1637400,1637900,1655500,1639700,1643900,1802400,1645600,1647900,1674900,1667700,1661000,1644100,1643200,1640700,1722800,1668040.000000
58000,1776200,1667000,1659000,1663300,1687200,1699400,1673800,1675100,1687900,1673200,1678900,1668600,1668600,1679700,1696700,1663000,1670500,1673300,1706200,1681000,1682430.000000
59000,1694600,1695300,1703600,1693300,1695200,1697700,1695000,1740100,1707100,1705000,1704700,1700900,1738300,1696100,1698100,1696400,1701100,1864100,1700800,1748900,1713815.000000
60000,1856400,1761400,1733400,1710400,1752800,1741800,1765600,1754200,1746000,1723600,1774700,1772100,1734200,1730300,1748700,1754400,1733000,1727900,1728600,1742800,1749615.000000
61000,1854900,1756000,1789700,1758400,1757900,1763500,1771500,1754500,1757600,1755600,1796800,1762700,1751700,1773300,1762500,1775700,1781500,1759000,1759900,1813900,1772830.000000
