1000,17400,11600,10400,10000,9500,10100,9700,9500,9600,9600,9600,10200,9500,9700,9700,10800,9500,10000,9500,9600,10275.000000
5000,55300,37000,35200,34200,34200,34300,35500,34400,33700,33800,36300,33800,34600,33900,33800,33800,34200,34100,33900,33800,35490.000000
9000,80900,73600,69100,73000,72300,68000,71300,70500,68000,71900,70700,67700,70900,72300,70900,68300,71700,71000,71200,71400,71235.000000
13000,113100,106000,106000,104700,102300,101500,101200,102100,101900,101700,103800,102100,101900,100800,101500,101200,101500,102900,101500,104100,103090.000000
17000,149200,131200,131100,132300,133500,138400,131700,133500,128200,133800,129700,134600,126000,135800,135000,125100,130800,131000,134700,131400,132850.000000
21000,159200,150100,147500,146600,152000,148400,148200,148900,148400,149800,152900,151500,153200,155300,153600,153000,153600,152600,152000,169300,152305.000000
25000,196200,197700,192200,194900,190900,197300,191300,190800,190700,197700,192100,193900,196800,200200,195000,192500,203400,202900,200100,201100,195885.000000
29000,211800,208200,207900,203100,208200,212700,212100,214000,212600,213200,211100,212600,211500,211800,211200,212400,211500,209100,203200,203500,210085.000000
33000,247300,254400,252500,253000,273900,264300,260300,256100,261600,274200,269000,264700,256500,249800,252200,248300,243900,239900,235600,234000,254575.000000
37000,269800,270600,265900,272000,272300,273900,277400,278200,277200,275400,280300,276800,274800,271300,275100,267000,270900,286300,293400,286400,275750.000000
41000,297800,302700,299200,308300,304300,306900,307200,306600,306100,305900,306500,319300,295000,297100,297000,303200,303800,303300,305100,308100,304170.000000
45000,337100,342700,334200,336100,336600,334700,333100,333700,333900,332200,332600,321000,321000,319400,320300,320500,250100,249200,321400,322400,321610.000000
49000,357800,402800,394900,384600,287100,394500,391200,284200,400300,383900,285200,378700,285000,393500,383800,285400,372600,375100,285000,369500,354755.000000
53000,416000,402900,306400,304200,402100,309200,308500,412100,309700,306700,400000,309300,306600,401700,310300,307500,307800,402000,309500,307100,341980.000000
57000,441700,323600,319700,434300,330500,445100,330400,343100,446300,330100,328600,330100,455600,332600,330400,329800,454900,332200,340000,493600,373630.000000
61000,442200,360700,454700,360300,454700,355000,353500,459600,359300,450800,355400,354000,450900,338800,338500,435200,341300,439900,340000,338600,389170.000000
65000,369900,367500,374400,486500,376500,488400,378300,497700,381700,377500,474100,362500,357900,459300,366300,460100,359600,358500,463100,360100,405995.000000
69000,495300,497300,391800,394700,506700,397100,394700,406600,393600,389500,380800,492000,382500,381800,491300,382800,380600,488600,381400,379700,420440.000000
73000,517000,535600,421900,418600,536800,421400,432400,539900,422900,414500,521300,405000,521100,405300,403000,524300,404800,404500,519500,403200,458650.000000
77000,552800,570500,442900,440000,569900,445700,574600,446100,572900,426200,425700,553000,425700,549500,425900,424200,559000,443400,444200,573500,493285.000000
81000,466200,464400,684700,469100,464500,621900,467600,647600,449900,447900,578300,449700,445700,591200,449100,581800,467500,472500,575100,446900,512080.000000
85000,481300,478800,632100,490900,490100,623000,490100,487100,614500,467800,465500,598500,469100,466700,465400,598300,467900,466200,465400,598000,515835.000000
89000,626800,505100,657800,511900,509200,655300,503500,636500,492500,632500,495100,495500,655700,511600,655300,500800,636600,507800,500900,636600,566350.000000
93000,684700,541600,722200,535500,680900,534900,534900,673800,519800,532300,683800,532700,518800,669100,513400,668700,534800,522700,657900,512300,588740.000000
97000,557400,796400,564900,557800,727300,564100,742300,562800,562500,752600,566500,575900,730500,565900,723100,566900,575400,731000,568000,565900,627860.000000
101000,597200,753900,580200,759400,593700,748900,579900,577300,752100,559800,556700,754900,555200,552900,796500,555100,764900,576400,574700,769600,647965.000000
105000,754000,606000,785000,599400,597300,604600,601500,756700,604400,600400,577800,577500,578100,765200,585600,595600,580000,587700,759600,599300,635785.000000
109000,815300,630200,610300,839200,623600,622400,632900,601200,852900,633800,626800,623900,819800,603300,615700,619600,618000,790300,597900,596300,668670.000000
