1000,67300,61300,54100,49800,49000,49700,47100,46900,44700,46300,44700,47500,44700,47800,51200,48700,47300,46300,44900,46500
2000,114200,100900,93100,88500,86600,91800,86900,86200,85300,84100,87100,85200,83100,84300,82500,86000,95400,93400,87100,86900
3000,149300,138900,135600,130500,131900,128300,128300,125400,123000,199200,177200,145300,129800,129200,125300,123500,126000,122500,128100,127800
4000,196500,185200,247100,228000,187400,178400,174300,176500,178400,175800,173800,169400,169200,168300,166000,167500,167500,168800,166200,166800
5000,247600,236000,217300,197900,201400,196100,192700,187500,186100,183600,185600,186400,192300,186700,194700,197100,187900,188200,187900,183900
6000,265600,241100,230900,235500,238700,247400,239100,240000,237900,238600,249600,244000,246000,243600,240500,238000,232400,226000,225700,229100
7000,318100,303000,301700,312500,308500,307800,313000,307300,306200,306400,316300,301700,288900,285200,287300,290300,286800,289700,289800,286900
8000,335000,320400,328200,333900,334300,327900,336500,325400,323500,322400,321900,308200,308700,310800,313300,311900,314200,312600,311000,307700
9000,347500,344300,337000,340400,336100,331300,330500,333900,332200,331100,331500,334200,325200,315200,319900,318000,319100,318200,314400,316100
10000,345700,333400,361500,335300,334400,338800,335300,331200,329200,347400,320400,316800,316200,315800,314100,314400,314900,314900,313100,316200
11000,427800,414800,406100,423200,419700,417600,415000,419000,419100,419400,416000,416800,401600,424500,398900,401000,415500,401700,403100,407600
12000,460200,462900,461400,459000,455600,455300,455000,453600,441000,439800,436500,451400,470100,438300,441800,440500,455000,455600,438400,437700
13000,561500,558400,550100,549800,576500,557500,559000,558000,550800,551600,549800,552000,549400,549700,545400,547800,528900,528800,546800,540500
14000,621000,581600,578300,582000,587200,575500,552800,557100,552000,558900,569500,571400,564500,553100,588200,550200,555900,557600,548800,551600
15000,605600,615000,601000,605400,603400,588600,578900,579100,575700,578600,577900,578100,600800,599900,595400,580700,628000,577600,593800,600500
16000,670400,628400,629900,634700,633600,623800,602200,601600,597300,601600,602200,598500,597300,600800,636400,603000,598500,600300,599900,618500
17000,698600,634900,653500,640700,639300,637200,655500,625700,636900,616900,614900,612000,610000,628200,612500,612700,621900,613700,614000,614300
18000,604400,579900,596300,595900,586800,592100,580000,559100,556300,562800,578200,579800,561800,559800,559000,551400,597800,564900,562600,578700
19000,593900,588300,578000,573000,577800,579800,561600,552800,553700,550700,553100,551800,550800,550500,551300,555300,556500,554800,553900,555700
20000,623100,572400,579100,584100,584300,585100,591500,574800,564500,561900,561800,563900,581400,586400,564000,560700,562500,563600,563800,556900
21000,640700,677300,646500,642600,645600,642600,618900,622000,623600,619800,614100,610100,608100,607400,609200,614400,622600,609200,609900,613000
22000,776600,751700,753600,752000,750200,750300,750600,747200,739600,720000,745600,729100,725000,746400,740100,753600,741700,743100,745600,745600
23000,806600,827900,801600,799000,796100,805700,783700,775600,799400,798500,803600,799600,796100,798200,798400,793600,791500,798800,798900,801900
24000,868600,880200,849100,843900,836600,804400,809700,816000,809600,812300,805100,803600,803300,807400,801200,805100,810200,833600,833600,861100
25000,904800,894700,884500,882900,885100,889700,886600,883000,883900,886600,885700,886000,894900,885200,860200,895800,879300,887700,873200,861300
26000,985000,990300,1008700,999500,971600,985900,962100,1041100,996600,999200,996200,965100,958100,959200,965100,992200,1000500,967200,970100,963700
27000,1076300,1069100,1056500,1043300,1014100,1015700,1013100,1016800,1010600,1050500,1029200,1056000,1022100,1022000,1016800,1048400,1030800,1016300,1021000,1019300
28000,1058800,1075300,1077600,1073100,1039300,1038100,1050300,1046400,1077200,1069500,1079700,1046000,1054400,1058800,1034900,1039000,1034000,1035300,1031000,1032700
29000,1054800,1060300,1066100,1063100,1029200,1049000,1060200,1047900,1032400,1019000,1018000,1034800,1034600,1020100,1019300,1016500,1017700,1017400,1013800,1027500
30000,1107000,1119800,1116200,1180700,1082500,1122600,1115800,1115400,1117300,1120400,1116000,1103500,1124200,1118300,1116000,1119000,1167300,1118300,1118700,1117600
31000,1210300,1219300,1210600,1197100,1164300,1166600,1208300,1181600,1182900,1168200,1162900,1188700,1184900,1165300,1195300,1168400,1169500,1174300,1170700,1199400
32000,1277600,1209200,1239100,1213000,1191300,1168900,1164700,1181700,1174900,1164700,1166100,1180400,1203600,1213100,1218900,1215300,1218900,1214200,1217400,1213700
33000,1275500,1230700,1221700,1219600,1228800,1232300,1278200,1225800,1227400,1229800,1226200,1225200,1224800,1233900,1230400,1238700,1224800,1222300,1262600,1229600
34000,1176600,1185000,1174100,1153000,1135300,1139300,1150800,1164500,1137100,1135600,1145500,1144600,1152900,1141700,1163900,1144400,1139000,1141800,1174100,1142500
35000,1153900,1161600,1164800,1142800,1160500,1146200,1161700,1174900,1163300,1162600,1154800,1116300,1111700,1116700,1121200,1121500,1154200,1187600,1155600,1164900
36000,1107600,1080000,1079700,1079100,1069800,1044400,1042500,1041900,1040400,1041000,1041700,1043800,1049500,1046000,1100700,1045100,1061300,1042800,1041300,1044500
37000,989300,992800,991500,986100,979800,945100,958600,960100,984300,957600,959900,960200,963200,989400,967000,958200,957500,958500,956900,958900
38000,997000,1005300,1007700,1015200,993000,980100,981000,975700,965700,967500,1008300,1003600,987900,980700,993600,979400,967700,964100,965200,968800
39000,1042800,1040000,1050200,1079500,1001300,1027600,1029100,1036100,992100,989900,994800,994300,999500,1034800,1000200,999600,1000600,1004000,1034900,1010400
40000,1016100,1007600,1017100,1019400,1012500,1015400,981500,974100,971300,1001600,1009100,1009800,1007900,1007500,1007500,1004600,1005900,1008700,971800,1001400
41000,992900,1002600,1012600,1001200,985800,963900,965400,965600,965500,965200,965700,965000,948500,1004000,970500,994500,988500,980100,968600,970400
42000,1156700,1213200,1162900,1131500,1115000,1120700,1124500,1120900,1127500,1124300,1121400,1115800,1115300,1136900,1154600,1143000,1155400,1157300,1121600,1120300
43000,1310000,1297200,1293600,1263400,1263600,1244400,1242600,1250200,1252000,1297500,1280000,1285700,1246900,1236500,1232000,1248700,1254800,1235200,1230800,1230300
44000,1341500,1341500,1432600,1347200,1307900,1296100,1284500,1277900,1277900,1279500,1283500,1304000,1287400,1333000,1320400,1306100,1279800,1278500,1277000,1280600
45000,1372900,1383200,1376400,1347200,1358200,1329600,1334500,1332500,1331400,1333400,1333300,1326700,1342000,1319200,1334900,1349400,1360400,1328800,1328700,1330600
46000,1459500,1475400,1488100,1408900,1446500,1452800,1428700,1461800,1428200,1407300,1410500,1410600,1429000,1418500,1416700,1415300,1418100,1411500,1406900,1418900
47000,1470000,1477000,1475200,1422100,1422300,1422800,1423500,1456500,1470000,1431800,1427900,1431400,1437000,1462400,1443400,1430200,1428200,1437600,1427900,1423300
48000,1433600,1439200,1451700,1420700,1399500,1396900,1400900,1405100,1415200,1413900,1437700,1462200,1463700,1427300,1399400,1396900,1401700,1403600,1401900,1397500
49000,1416300,1414100,1418600,1382300,1378200,1376500,1418200,1385700,1367500,1388000,1374300,1375700,1375600,1379600,1376600,1379500,1362800,1408800,1423700,1398300
50000,1542900,1543600,1557600,1539400,1496300,1494900,1485100,1494300,1507200,1501000,1480300,1537200,1521000,1479800,1481600,1480800,1491400,1483900,1518700,1517100
51000,1721300,1718200,1706000,1674300,1664100,1662600,1656100,1664100,1690900,1710700,1724900,1719000,1685800,1658400,1663600,1667300,1664300,1692300,1694200,1673300
52000,1880300,1875500,1827900,1797300,1801300,1815600,1815400,1814100,1804600,1804300,1814900,1815300,1806300,1810100,1812100,1815100,1794600,1783700,1792500,1836300
53000,2004700,1918600,1918600,1916700,1870200,1916700,1913900,1916600,1901400,1902000,1902300,1894700,1901800,1880400,1861000,1923300,1900400,1908500,1891900,1875700
54000,2038200,2047200,1965300,1955100,1960800,2000100,1961900,1967000,1954500,1951000,1952000,1960500,1998200,2015600,1962800,1998000,1966200,1955600,1960700,1966000
55000,2036800,2036200,1946300,1950800,1940000,1930300,2012400,1957000,2002600,1968100,1950200,1942800,1940000,1978800,1962200,1942400,1945700,1946700,1939300,1936600
56000,1988300,1990300,1932900,1985800,1922100,1919800,1918200,1971400,1943000,1922100,1928900,1931400,1924400,1917700,1900500,1946800,1941000,1924300,1920800,1922500
57000,2022600,2029900,2013900,2036600,2028600,1961500,1935900,1938300,1939900,2024700,1984300,1985500,1965400,1961400,1968800,1986700,2028500,1964000,1965900,1969900
58000,2157400,2046100,2043700,1979900,1969100,1981800,1982700,2015200,1975000,1987400,1973400,2239100,2049300,2033100,2045500,2063100,2063200,1981100,1979700,1982500
59000,2086400,2093500,2026300,2034600,2021200,2045900,2053400,2026900,2021500,2022700,2039100,2026400,2050400,2038700,2023300,2039200,2059300,2045000,2029600,2050000
60000,2174100,2157800,2109100,2138900,2133100,2143800,2144000,2114400,2106400,2104000,2119500,2124200,2100400,2105100,2089700,2082000,2080000,2146100,2125600,2110000
61000,2252600,2267700,2171900,2265100,2185800,2169600,2186300,2193000,2171800,2184100,2240200,2212100,2184300,2171000,2191600,2184400,2207600,2176100,2181900,2183600
62000,2284500,2307000,2257100,2288300,2230900,2212500,2196400,2212200,2194600,2249300,2215700,2193600,2196100,2263500,2193600,2207100,2225800,2196600,2196200,2196500
63000,2294700,2282600,2190800,2208000,2199900,2213900,2207200,2193600,2201800,2198100,2186700,2197000,2207100,2202600,2219900,2184600,2179800,2160000,2182800,2221000
64000,2309100,2325800,2238800,2366700,2278200,2259700,2271500,2261500,2239800,2308500,2330600,2240100,2232800,2230700,2253400,2280900,2334400,2258100,2259900,2238400
65000,2360500,2329800,2279000,2303700,2235600,2240000,2288100,2239400,2233700,2292100,2260800,2261300,2248700,2239100,2235500,2259800,2250400,2223700,2236000,2252800
66000,2301700,2356700,2321000,2291600,2254500,2221900,2222700,2262600,2349400,2275100,2260600,2257100,2255800,2250300,2265300,2281300,2248500,2249200,2267700,2255800
67000,2296600,2335200,2290900,2233800,2239200,2260200,2249400,2236000,2244400,2234400,2231600,2253600,2247500,2264700,2243800,2241600,2241800,2230900,2271500,2273200
68000,2222900,2252700,2174900,2167700,2169700,2177700,2171400,2216400,2190000,2181100,2164400,2154900,2139000,2138900,2156400,2196300,2210000,2167900,2200700,2180400
